count,temp,humidity,wind_speed,visibility,dew_point_temp,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,datetime,date,year,month,day,hour
558,22.8,65,1.8,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 02:00:00,2018-07-06,2018,7,6,2
403,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 03:00:00,2018-07-06,2018,7,6,3
273,22.6,66,0.9,2000,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 04:00:00,2018-07-06,2018,7,6,4
311,22.5,66,1.5,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 05:00:00,2018-07-06,2018,7,6,5
723,22.4,65,1.6,2000,15.4,0.01,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 06:00:00,2018-07-06,2018,7,6,6
1449,22.6,63,1.3,2000,15.1,0.21,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 07:00:00,2018-07-06,2018,7,6,7
2273,23.2,60,1.7,2000,14.9,0.58,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 08:00:00,2018-07-06,2018,7,6,8
1318,23.3,61,1.7,2000,15.3,0.8,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 09:00:00,2018-07-06,2018,7,6,9
998,23.7,59,1.7,2000,15.2,0.89,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 10:00:00,2018-07-06,2018,7,6,10
1024,23.9,59,2.1,2000,15.3,1.08,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 11:00:00,2018-07-06,2018,7,6,11
1216,25.7,57,1.9,2000,16.5,2.32,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 12:00:00,2018-07-06,2018,7,6,12
1210,26.2,53,2.1,2000,15.8,2.23,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 13:00:00,2018-07-06,2018,7,6,13
1209,27.0,52,2.1,2000,16.2,2.51,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 14:00:00,2018-07-06,2018,7,6,14
1346,26.9,51,2.0,2000,15.9,1.95,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 15:00:00,2018-07-06,2018,7,6,15
1635,26.6,54,2.3,2000,16.5,1.24,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 16:00:00,2018-07-06,2018,7,6,16
2282,26.6,52,2.2,2000,15.9,1.02,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 17:00:00,2018-07-06,2018,7,6,17
3196,25.9,52,2.1,2000,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 18:00:00,2018-07-06,2018,7,6,18
2557,25.0,52,2.2,2000,14.4,0.37,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 19:00:00,2018-07-06,2018,7,6,19
2223,23.8,55,2.3,2000,14.2,0.05,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 20:00:00,2018-07-06,2018,7,6,20
2183,23.1,54,2.1,2000,13.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 21:00:00,2018-07-06,2018,7,6,21
1917,22.5,54,2.1,2000,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 22:00:00,2018-07-06,2018,7,6,22
1458,22.0,55,1.7,2000,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-06 23:00:00,2018-07-06,2018,7,6,23
1191,21.5,56,1.8,2000,12.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 00:00:00,2018-07-07,2018,7,7,0
1079,21.1,57,2.0,2000,12.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 01:00:00,2018-07-07,2018,7,7,1
760,20.7,58,1.5,2000,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 02:00:00,2018-07-07,2018,7,7,2
545,20.4,59,1.0,2000,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 03:00:00,2018-07-07,2018,7,7,3
331,20.0,63,1.8,2000,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 04:00:00,2018-07-07,2018,7,7,4
273,19.8,63,1.4,2000,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 05:00:00,2018-07-07,2018,7,7,5
396,19.5,61,1.5,2000,11.7,0.03,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 06:00:00,2018-07-07,2018,7,7,6
567,19.6,57,1.6,2000,10.8,0.42,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 07:00:00,2018-07-07,2018,7,7,7
832,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 08:00:00,2018-07-07,2018,7,7,8
1009,22.6,51,1.7,2000,11.9,1.87,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 09:00:00,2018-07-07,2018,7,7,9
1050,24.0,49,1.7,2000,12.6,2.48,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 10:00:00,2018-07-07,2018,7,7,10
1129,25.0,48,1.5,1986,13.2,2.95,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 11:00:00,2018-07-07,2018,7,7,11
1328,26.4,47,1.7,2000,14.1,3.26,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 12:00:00,2018-07-07,2018,7,7,12
1399,27.5,43,2.0,2000,13.7,3.41,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 13:00:00,2018-07-07,2018,7,7,13
1430,28.3,43,1.6,1941,14.5,3.33,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 14:00:00,2018-07-07,2018,7,7,14
1579,28.7,42,1.3,2000,14.5,2.98,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 15:00:00,2018-07-07,2018,7,7,15
1764,28.9,44,1.6,1998,15.4,2.2,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 16:00:00,2018-07-07,2018,7,7,16
2020,28.9,45,1.4,2000,15.7,1.89,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 17:00:00,2018-07-07,2018,7,7,17
2238,27.8,48,1.2,2000,15.7,0.91,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 18:00:00,2018-07-07,2018,7,7,18
2352,26.1,51,1.4,2000,15.1,0.32,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 19:00:00,2018-07-07,2018,7,7,19
2232,24.6,51,1.7,2000,13.7,0.07,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 20:00:00,2018-07-07,2018,7,7,20
2235,23.4,52,1.4,2000,12.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 21:00:00,2018-07-07,2018,7,7,21
1921,22.6,51,1.7,2000,11.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 22:00:00,2018-07-07,2018,7,7,22
1416,21.7,51,1.7,2000,11.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-07 23:00:00,2018-07-07,2018,7,7,23
1208,20.7,51,1.7,2000,10.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 00:00:00,2018-07-08,2018,7,8,0
946,19.9,52,1.6,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 01:00:00,2018-07-08,2018,7,8,1
648,19.3,54,1.4,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 02:00:00,2018-07-08,2018,7,8,2
460,18.8,56,1.2,2000,9.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 03:00:00,2018-07-08,2018,7,8,3
277,18.4,57,1.1,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 04:00:00,2018-07-08,2018,7,8,4
253,18.1,57,1.4,2000,9.4,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 05:00:00,2018-07-08,2018,7,8,5
267,17.8,58,1.1,2000,9.4,0.04,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 06:00:00,2018-07-08,2018,7,8,6
410,18.2,54,1.2,2000,8.7,0.42,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 07:00:00,2018-07-08,2018,7,8,7
684,19.1,53,1.7,1952,9.2,0.8,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 08:00:00,2018-07-08,2018,7,8,8
787,20.8,51,1.5,1973,10.2,1.65,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 09:00:00,2018-07-08,2018,7,8,9
867,22.5,48,1.6,1940,10.9,2.33,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 10:00:00,2018-07-08,2018,7,8,10
1053,23.8,47,2.1,2000,11.8,2.59,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 11:00:00,2018-07-08,2018,7,8,11
1237,25.0,46,1.9,1943,12.5,2.93,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 12:00:00,2018-07-08,2018,7,8,12
1442,26.1,45,1.8,2000,13.2,3.33,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 13:00:00,2018-07-08,2018,7,8,13
1517,27.1,41,1.4,1941,12.7,3.24,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 14:00:00,2018-07-08,2018,7,8,14
1693,27.6,37,1.9,2000,11.5,2.58,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 15:00:00,2018-07-08,2018,7,8,15
2070,27.9,39,1.2,2000,12.6,2.16,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 16:00:00,2018-07-08,2018,7,8,16
2266,27.4,44,1.7,2000,14.0,1.17,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 17:00:00,2018-07-08,2018,7,8,17
2351,26.7,48,1.0,2000,14.7,0.53,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 18:00:00,2018-07-08,2018,7,8,18
2272,26.3,51,1.7,2000,15.3,0.18,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 19:00:00,2018-07-08,2018,7,8,19
2348,25.7,53,1.3,2000,15.3,0.03,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 20:00:00,2018-07-08,2018,7,8,20
2055,25.3,55,1.4,2000,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 21:00:00,2018-07-08,2018,7,8,21
1717,25.0,57,1.0,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 22:00:00,2018-07-08,2018,7,8,22
1252,24.6,60,2.6,2000,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-08 23:00:00,2018-07-08,2018,7,8,23
900,24.2,61,1.7,2000,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 00:00:00,2018-07-09,2018,7,9,0
554,23.7,64,0.8,2000,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 01:00:00,2018-07-09,2018,7,9,1
387,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 02:00:00,2018-07-09,2018,7,9,2
285,21.9,63,1.3,2000,14.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 03:00:00,2018-07-09,2018,7,9,3
206,21.4,63,1.5,2000,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 04:00:00,2018-07-09,2018,7,9,4
301,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 05:00:00,2018-07-09,2018,7,9,5
486,21.0,64,1.0,2000,13.9,0.03,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 06:00:00,2018-07-09,2018,7,9,6
451,20.9,66,1.4,2000,14.3,0.1,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 07:00:00,2018-07-09,2018,7,9,7
670,20.7,73,0.8,2000,15.6,0.3,0.2,0.0,Summer,No Holiday,Yes,2018-07-09 08:00:00,2018-07-09,2018,7,9,8
575,21.1,72,1.0,1982,15.8,0.52,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 09:00:00,2018-07-09,2018,7,9,9
217,21.1,73,1.2,1957,16.0,0.4,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 10:00:00,2018-07-09,2018,7,9,10
186,20.6,82,1.0,2000,17.4,0.29,0.3,0.0,Summer,No Holiday,Yes,2018-07-09 11:00:00,2018-07-09,2018,7,9,11
71,20.7,83,0.6,1244,17.7,0.32,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 12:00:00,2018-07-09,2018,7,9,12
99,20.3,87,1.0,771,18.0,0.31,0.5,0.0,Summer,No Holiday,Yes,2018-07-09 13:00:00,2018-07-09,2018,7,9,13
110,20.2,89,1.0,1854,18.3,0.27,0.5,0.0,Summer,No Holiday,Yes,2018-07-09 14:00:00,2018-07-09,2018,7,9,14
59,20.3,90,0.9,1356,18.5,0.34,0.0,0.0,Summer,No Holiday,Yes,2018-07-09 15:00:00,2018-07-09,2018,7,9,15
68,20.2,91,1.2,1637,18.6,0.42,1.0,0.0,Summer,No Holiday,Yes,2018-07-09 16:00:00,2018-07-09,2018,7,9,16
104,20.3,93,1.4,1684,19.1,0.32,1.0,0.0,Summer,No Holiday,Yes,2018-07-09 17:00:00,2018-07-09,2018,7,9,17
140,20.3,93,1.3,1832,19.1,0.22,0.5,0.0,Summer,No Holiday,Yes,2018-07-09 18:00:00,2018-07-09,2018,7,9,18
68,20.4,94,1.1,1769,19.3,0.14,0.5,0.0,Summer,No Holiday,Yes,2018-07-09 19:00:00,2018-07-09,2018,7,9,19
48,20.3,95,0.8,1372,19.4,0.02,1.0,0.0,Summer,No Holiday,Yes,2018-07-09 20:00:00,2018-07-09,2018,7,9,20
95,20.3,96,1.0,1007,19.6,0.0,1.5,0.0,Summer,No Holiday,Yes,2018-07-09 21:00:00,2018-07-09,2018,7,9,21
71,20.4,96,1.1,1641,19.7,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-09 22:00:00,2018-07-09,2018,7,9,22
40,20.4,96,0.6,1137,19.7,0.0,1.0,0.0,Summer,No Holiday,Yes,2018-07-09 23:00:00,2018-07-09,2018,7,9,23
29,20.4,97,0.3,183,19.9,0.0,5.5,0.0,Summer,No Holiday,Yes,2018-07-10 00:00:00,2018-07-10,2018,7,10,0
39,20.4,97,0.3,193,19.9,0.0,8.5,0.0,Summer,No Holiday,Yes,2018-07-10 01:00:00,2018-07-10,2018,7,10,1
84,20.5,98,0.5,596,20.1,0.0,6.5,0.0,Summer,No Holiday,Yes,2018-07-10 02:00:00,2018-07-10,2018,7,10,2
136,20.6,98,0.8,1986,20.2,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-10 03:00:00,2018-07-10,2018,7,10,3
133,20.6,97,0.5,1989,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 04:00:00,2018-07-10,2018,7,10,4
174,20.6,97,0.6,2000,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 05:00:00,2018-07-10,2018,7,10,5
534,20.7,97,0.9,2000,20.2,0.02,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 06:00:00,2018-07-10,2018,7,10,6
1209,21.1,95,0.4,2000,20.2,0.14,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 07:00:00,2018-07-10,2018,7,10,7
2017,21.7,89,0.5,2000,19.8,0.31,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 08:00:00,2018-07-10,2018,7,10,8
1061,22.3,86,1.0,2000,19.8,0.42,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 09:00:00,2018-07-10,2018,7,10,9
768,22.6,85,0.9,1996,19.9,0.38,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 10:00:00,2018-07-10,2018,7,10,10
909,23.2,82,1.1,1991,19.9,0.47,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 11:00:00,2018-07-10,2018,7,10,11
1035,24.1,80,0.8,2000,20.4,0.72,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 12:00:00,2018-07-10,2018,7,10,12
1074,25.2,77,1.2,1951,20.8,1.06,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 13:00:00,2018-07-10,2018,7,10,13
1142,25.5,77,0.8,1957,21.1,0.75,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 14:00:00,2018-07-10,2018,7,10,14
1169,25.7,77,0.5,1875,21.3,0.48,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 15:00:00,2018-07-10,2018,7,10,15
1462,26.3,74,0.7,1580,21.2,0.52,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 16:00:00,2018-07-10,2018,7,10,16
1603,26.5,76,1.0,1400,21.9,0.36,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 17:00:00,2018-07-10,2018,7,10,17
1665,26.2,82,0.4,1408,22.8,0.21,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 18:00:00,2018-07-10,2018,7,10,18
794,25.7,83,1.1,1011,22.5,0.08,0.5,0.0,Summer,No Holiday,Yes,2018-07-10 19:00:00,2018-07-10,2018,7,10,19
908,25.3,89,0.3,745,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 20:00:00,2018-07-10,2018,7,10,20
1352,25.1,86,0.3,870,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 21:00:00,2018-07-10,2018,7,10,21
971,25.0,86,0.5,796,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 22:00:00,2018-07-10,2018,7,10,22
373,24.9,87,0.5,658,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-10 23:00:00,2018-07-10,2018,7,10,23
240,24.6,96,0.7,308,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 00:00:00,2018-07-11,2018,7,11,0
240,24.6,96,0.5,443,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 01:00:00,2018-07-11,2018,7,11,1
236,24.5,96,0.5,476,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 02:00:00,2018-07-11,2018,7,11,2
157,24.5,97,0.8,263,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 03:00:00,2018-07-11,2018,7,11,3
71,24.5,97,1.0,317,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 04:00:00,2018-07-11,2018,7,11,4
76,24.5,97,0.5,229,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 05:00:00,2018-07-11,2018,7,11,5
187,24.5,97,0.1,290,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 06:00:00,2018-07-11,2018,7,11,6
303,24.6,97,0.3,180,24.0,0.07,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 07:00:00,2018-07-11,2018,7,11,7
827,25.1,97,0.8,490,24.5,0.26,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 08:00:00,2018-07-11,2018,7,11,8
634,25.6,96,0.6,450,24.9,0.41,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 09:00:00,2018-07-11,2018,7,11,9
581,26.3,91,0.6,749,24.7,0.63,0.5,0.0,Summer,No Holiday,Yes,2018-07-11 10:00:00,2018-07-11,2018,7,11,10
792,27.2,82,0.9,1093,23.8,0.93,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 11:00:00,2018-07-11,2018,7,11,11
964,28.1,73,2.1,1326,22.7,0.87,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 12:00:00,2018-07-11,2018,7,11,12
991,28.7,69,2.6,1546,22.4,1.02,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 13:00:00,2018-07-11,2018,7,11,13
1052,29.2,67,2.8,1725,22.4,1.13,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 14:00:00,2018-07-11,2018,7,11,14
1106,29.4,68,2.3,1525,22.8,1.29,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 15:00:00,2018-07-11,2018,7,11,15
1344,28.7,70,3.2,1586,22.6,0.73,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 16:00:00,2018-07-11,2018,7,11,16
1923,28.7,71,2.9,1666,22.9,0.71,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 17:00:00,2018-07-11,2018,7,11,17
2931,28.4,75,2.4,1564,23.5,0.52,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 18:00:00,2018-07-11,2018,7,11,18
2328,28.2,72,1.6,1745,22.6,0.13,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 19:00:00,2018-07-11,2018,7,11,19
2048,27.7,76,1.8,1727,23.0,0.04,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 20:00:00,2018-07-11,2018,7,11,20
1936,27.3,78,1.2,1606,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 21:00:00,2018-07-11,2018,7,11,21
1870,27.1,79,1.2,1578,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 22:00:00,2018-07-11,2018,7,11,22
1298,26.9,79,0.1,1541,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-11 23:00:00,2018-07-11,2018,7,11,23
938,26.7,79,0.9,1590,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 00:00:00,2018-07-12,2018,7,12,0
787,26.6,80,0.0,1485,22.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 01:00:00,2018-07-12,2018,7,12,1
517,26.3,84,0.3,1361,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 02:00:00,2018-07-12,2018,7,12,2
322,26.2,83,0.3,1294,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 03:00:00,2018-07-12,2018,7,12,3
159,26.1,85,0.6,1081,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 04:00:00,2018-07-12,2018,7,12,4
231,25.9,91,0.4,872,24.3,0.0,0.5,0.0,Summer,No Holiday,Yes,2018-07-12 05:00:00,2018-07-12,2018,7,12,5
593,25.6,93,1.1,852,24.3,0.01,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 06:00:00,2018-07-12,2018,7,12,6
1279,25.9,87,1.7,834,23.5,0.26,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 07:00:00,2018-07-12,2018,7,12,7
1811,26.3,84,2.1,973,23.3,0.48,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 08:00:00,2018-07-12,2018,7,12,8
982,26.5,82,2.7,815,23.1,0.57,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 09:00:00,2018-07-12,2018,7,12,9
746,26.7,88,1.6,802,24.5,0.89,0.5,0.0,Summer,No Holiday,Yes,2018-07-12 10:00:00,2018-07-12,2018,7,12,10
805,27.4,78,2.3,1164,23.2,1.11,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 11:00:00,2018-07-12,2018,7,12,11
991,27.4,80,2.7,1083,23.6,0.97,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 12:00:00,2018-07-12,2018,7,12,12
959,27.7,76,2.6,1258,23.0,1.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 13:00:00,2018-07-12,2018,7,12,13
976,27.8,76,3.1,1517,23.1,1.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 14:00:00,2018-07-12,2018,7,12,14
1163,28.0,76,2.3,1437,23.3,1.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 15:00:00,2018-07-12,2018,7,12,15
1296,28.1,74,2.8,1559,23.0,1.06,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 16:00:00,2018-07-12,2018,7,12,16
1915,27.9,75,2.5,1643,23.0,0.75,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 17:00:00,2018-07-12,2018,7,12,17
3016,27.5,77,2.1,1897,23.0,0.46,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 18:00:00,2018-07-12,2018,7,12,18
2313,27.4,78,1.1,1899,23.2,0.27,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 19:00:00,2018-07-12,2018,7,12,19
2214,26.9,80,1.5,1806,23.1,0.09,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 20:00:00,2018-07-12,2018,7,12,20
2115,26.3,81,0.8,1910,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 21:00:00,2018-07-12,2018,7,12,21
1945,25.9,83,0.6,1827,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 22:00:00,2018-07-12,2018,7,12,22
1355,25.5,84,0.8,1906,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-12 23:00:00,2018-07-12,2018,7,12,23
1006,25.1,87,0.4,1800,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 00:00:00,2018-07-13,2018,7,13,0
760,24.8,89,0.9,1555,22.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 01:00:00,2018-07-13,2018,7,13,1
600,24.9,86,1.3,1469,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 02:00:00,2018-07-13,2018,7,13,2
377,24.9,86,2.0,1079,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 03:00:00,2018-07-13,2018,7,13,3
241,24.8,86,2.1,1103,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 04:00:00,2018-07-13,2018,7,13,4
301,24.8,84,1.4,1303,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 05:00:00,2018-07-13,2018,7,13,5
665,24.8,84,1.1,1426,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 06:00:00,2018-07-13,2018,7,13,6
1321,25.0,83,1.0,1350,21.9,0.13,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 07:00:00,2018-07-13,2018,7,13,7
2114,25.5,80,1.8,1402,21.7,0.37,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 08:00:00,2018-07-13,2018,7,13,8
1240,26.6,73,2.2,1147,21.3,1.01,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 09:00:00,2018-07-13,2018,7,13,9
836,27.4,70,2.4,1335,21.4,1.28,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 10:00:00,2018-07-13,2018,7,13,10
887,27.5,70,2.4,1719,21.5,1.07,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 11:00:00,2018-07-13,2018,7,13,11
1013,28.3,68,1.9,1546,21.8,1.35,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 12:00:00,2018-07-13,2018,7,13,12
1046,28.9,68,2.8,1934,22.3,1.55,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 13:00:00,2018-07-13,2018,7,13,13
999,29.5,62,2.7,1941,21.4,1.79,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 14:00:00,2018-07-13,2018,7,13,14
1094,30.2,62,2.4,1806,22.1,1.91,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 15:00:00,2018-07-13,2018,7,13,15
1291,30.0,67,2.0,1698,23.1,1.46,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 16:00:00,2018-07-13,2018,7,13,16
1782,30.1,65,1.8,1923,22.7,1.36,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 17:00:00,2018-07-13,2018,7,13,17
2884,30.8,60,2.5,1793,22.1,1.43,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 18:00:00,2018-07-13,2018,7,13,18
2320,29.8,68,2.6,1749,23.2,0.81,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 19:00:00,2018-07-13,2018,7,13,19
2069,28.2,76,2.2,1888,23.5,0.08,0.0,0.0,Summer,No Holiday,Yes,2018-07-13 20:00:00,2018-07-13,2018,7,13,20
